segdesc   = GRNU1L_F
2020-12-01
DATE,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
11/2024,65.867,62.216,80.109,46.964,37.638,47.094,52.210,58.531,34.417,62.120,49.805,65.452,67.806,74.777,62.909,63.100,47.101,40.980,37.266,37.529,79.251,54.821,54.336,48.035,52.835,62.132,45.984,77.419,52.485,41.739,73.878,50.644,50.204,88.127,91.772
12/2024,55.919,45.927,66.181,43.593,33.300,41.399,40.552,49.440,29.773,52.660,38.486,65.317,63.968,62.009,56.210,56.585,37.766,32.820,30.726,32.438,47.357,49.153,46.138,34.192,43.578,50.604,40.014,66.135,42.787,31.964,57.413,46.209,43.366,69.961,72.974
1/2025,49.898,40.694,57.058,35.979,27.947,37.118,34.167,42.864,27.209,47.694,35.769,54.800,78.169,54.761,50.030,51.285,33.568,27.911,27.619,29.496,41.831,49.877,43.076,28.727,40.373,44.435,36.863,61.212,35.685,28.862,53.455,50.370,38.888,63.840,64.560
2/2025,47.175,102.836,55.771,35.274,30.600,34.657,39.978,42.297,29.089,45.173,52.748,65.871,60.215,50.832,49.347,55.358,33.515,28.564,39.954,31.381,41.070,46.371,46.110,28.451,40.647,41.807,37.850,58.130,35.629,39.087,63.070,44.706,42.364,61.266,58.732
3/2025,75.674,214.615,86.486,78.968,106.336,74.132,60.772,118.915,92.480,108.931,114.516,100.865,117.333,98.568,88.967,81.015,69.437,53.337,65.832,95.537,88.312,74.027,103.528,50.275,80.958,67.176,65.431,112.641,68.953,70.663,106.866,78.087,82.362,116.242,84.070
4/2025,151.017,338.507,145.671,124.211,158.912,130.118,83.537,118.892,162.177,139.174,97.762,156.925,142.285,165.323,109.526,116.787,105.601,86.150,92.814,154.109,127.832,138.154,103.855,54.778,123.232,87.433,199.014,191.727,73.801,93.315,111.881,86.103,95.877,166.435,150.243
5/2025,361.116,518.455,393.168,168.934,172.139,105.433,130.092,194.423,322.166,241.822,156.799,242.921,482.536,263.056,344.608,200.223,178.213,63.091,79.367,132.216,272.397,297.323,219.974,131.829,200.288,66.419,336.047,243.592,101.504,202.043,237.731,148.980,294.125,371.272,372.550
6/2025,286.616,1124.951,285.452,187.385,279.724,299.050,476.847,87.460,499.272,210.546,600.710,697.781,877.687,483.660,772.374,264.510,166.797,204.512,273.303,258.663,477.711,349.091,88.570,335.213,555.052,292.434,672.466,229.014,114.074,514.520,367.871,233.392,576.735,1011.245,589.231
7/2025,105.572,375.185,104.030,33.555,162.239,199.745,222.165,44.819,277.788,42.120,606.699,336.768,357.957,459.526,421.457,81.084,43.458,92.023,109.126,195.630,320.190,90.403,13.661,256.944,408.534,229.223,845.048,90.543,43.004,311.308,164.433,90.697,558.816,601.789,321.038
8/2025,55.351,132.636,73.446,30.816,68.758,64.777,96.424,28.306,208.492,36.396,191.783,105.843,174.984,151.821,141.170,44.528,27.193,38.617,43.166,75.209,100.096,51.663,32.678,74.249,127.227,71.919,225.797,45.420,27.549,111.215,61.700,39.922,240.320,209.185,117.295
9/2025,54.599,80.852,49.442,26.576,50.197,41.965,73.594,28.308,81.648,30.461,78.231,63.653,110.137,69.090,97.895,52.328,23.402,35.924,39.742,60.134,55.972,41.790,29.406,56.882,57.869,45.904,95.910,34.200,31.325,78.003,42.449,26.480,120.913,114.609,80.386
10/2025,61.144,89.622,42.345,28.900,48.515,55.063,48.823,27.621,68.600,58.587,68.738,61.877,100.974,69.982,66.747,52.487,27.644,40.656,32.323,58.885,54.808,64.400,58.458,48.373,60.418,39.156,86.556,38.633,54.282,130.183,48.437,40.991,174.126,109.087,89.248
11/2025,62.099,80.233,46.887,37.498,47.129,52.182,58.399,34.240,61.998,49.696,65.401,67.395,74.613,62.827,62.913,47.242,40.868,37.231,37.482,80.971,54.587,54.186,47.870,52.999,61.969,45.810,77.029,52.406,41.590,73.754,50.589,50.521,87.986,91.534,66.177
