segdesc   = GBRW4R_F
2019-03-01
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
11/2021       62.211    46.641    44.938    58.154    33.865    26.492    36.339    41.113    40.761    25.478    44.156    34.042    48.154    50.154    56.993    44.186    45.177    35.726    31.771    30.448    29.514    48.483    41.698    40.418    36.278    41.236    48.108    34.041    55.981    38.509    29.853    59.472    37.799    35.751    61.953
12/2021       47.615    38.421    32.184    47.209    30.075    23.000    31.115    32.886    35.160    21.941    37.393    27.469    46.518    46.151    46.661    39.239    39.435    29.551    24.337    25.219    25.246    34.867    36.523    35.432    26.795    32.782    38.881    28.683    46.039    32.453    23.727    45.659    35.273    31.623    48.304
 1/2022       41.301    33.232    27.696    40.784    26.384    20.198    27.039    27.956    30.330    19.747    32.597    23.913    36.788    45.472    40.255    33.418    34.631    25.756    20.172    22.006    22.493    29.390    35.796    32.313    22.311    29.968    33.403    25.991    41.305    27.491    20.979    41.422    37.861    28.844    42.877
 2/2022       34.890    28.743    63.153    35.948    22.560    19.298    24.008    28.130    26.287    18.505    27.517    32.265    40.133    36.660    33.603    30.305    33.690    22.454    17.602    27.685    20.794    25.866    29.942    29.821    18.999    27.979    28.065    24.286    36.831    24.012    25.247    43.564    32.832    28.348    37.031
 3/2022       44.399    36.974   122.985    51.064    36.348    52.451    42.735    35.532    48.628    40.725    49.425    61.321    56.506    61.121    52.717    48.071    43.851    36.160    26.461    36.296    52.529    47.256    38.715    66.445    27.447    47.538    38.260    32.376    67.174    38.538    38.688    75.095    47.091    45.515    51.071
 4/2022       57.919    90.455   205.602    99.269    71.647   107.500    88.546    59.513    65.668    62.493    88.064    61.348   111.852    89.986    84.152    65.882    80.214    46.917    55.772    60.602   105.965    71.346    96.810    69.627    32.567    76.825    52.142    56.839   130.506    45.691    68.259    81.389    55.946    53.207    59.206
 5/2022      168.965   236.553   308.683   278.248   116.940   138.357    87.047    96.723   152.136   184.490   182.952    61.918   153.669   338.757   160.673   176.188   170.940   102.688    49.637    69.078   100.627   135.786   232.270   172.868   106.484   134.842    27.007   144.182   178.593    70.738   169.691   187.659   106.155   199.600   136.918
 6/2022      387.216   205.017   872.611   194.472   131.325   248.324   257.993   371.779    58.326   348.407   159.431   413.248   580.307   711.294   309.723   534.245   219.214   120.569   187.459   211.313   243.569   359.813   279.999    65.260   270.309   445.441   200.165   394.662   208.012    95.893   444.462   297.351   176.407   434.761   554.000
 7/2022      240.454    81.711   316.104    84.172    25.696   148.165   167.819   172.399    32.063   226.013    31.426   412.963   285.538   314.976   355.796   324.285    65.961    31.819    79.994    73.440   168.307   258.531    79.036    11.705   193.383   347.911   179.835   604.645    73.293    37.410   288.801   133.691    70.093   461.501   411.580
 8/2022       87.934    43.381   111.896    59.743    24.860    58.633    55.810    74.409    20.849   178.296    27.223   145.121    91.006   151.829   120.895   113.205    38.215    21.434    34.182    34.109    66.796    83.985    45.924    28.100    61.662   108.567    59.653   177.295    38.636    24.360    97.938    52.542    33.427   179.679   164.840
 9/2022       65.329    44.366    66.771    39.915    22.978    45.216    41.787    59.577    24.639    68.803    26.011    62.572    55.015    95.786    57.482    78.519    42.947    20.448    34.614    34.462    54.009    47.301    37.252    26.953    46.227    52.432    39.516    78.346    30.712    30.766    66.721    40.762    24.039    93.593    85.338
10/2022       70.060    47.880    69.421    33.600    24.230    41.207    47.519    40.378    23.382    52.786    36.987    54.204    51.985    82.597    54.911    51.618    39.971    22.855    35.291    27.932    48.815    46.418    53.822    43.717    39.919    51.727    33.072    66.881    31.978    34.949   116.327    38.731    31.871   110.025    81.165
11/2022       46.788    45.000    59.027    33.861    27.028    36.280    41.190    40.733    25.339    44.016    34.324    48.167    50.100    56.956    44.588    45.471    35.688    31.982    30.655    29.288    48.274    41.601    40.738    36.283    41.424    47.996    34.052    55.975    38.372    30.098    60.613    37.651    35.967    61.951    63.423
12/2022       38.556    32.240    47.456    30.071    23.498    31.060    32.931    35.135    21.812    37.265    27.514    46.533    46.102    46.628    39.437    39.708    29.516    24.518    25.287    25.036    34.683    36.434    35.558    26.804    32.951    38.781    28.704    46.034    32.331    23.957    46.038    35.135    31.825    48.302    47.960
 1/2023       33.353    27.747    40.941    26.381    20.647    26.992    27.882    30.308    19.632    32.484    23.965    36.804    45.429    40.226    33.585    34.877    25.726    20.333    22.025    22.304    29.225    35.715    32.620    22.322    30.120    33.314    25.945    41.301    27.385    21.188    41.613    37.729    29.021    42.875    41.395
 2/2023       28.842    63.216    36.067    22.558    19.666    23.970    27.890    26.268    18.411    27.426    31.422    40.150    36.625    33.579    30.261    33.894    22.430    17.734    27.621    20.639    25.731    29.878    29.846    19.009    28.105    27.992    24.315    36.828    23.926    25.420    43.729    32.723    28.493    37.029    34.968
 3/2023       37.074   123.081    50.895    36.346    52.930    42.692    35.451    48.605    40.617    49.319    61.459    56.528    61.077    52.689    47.596    44.069    36.135    26.594    36.104    52.345    47.110    38.650    64.932    27.459    47.681    38.183    32.245    67.171    38.445    38.887    73.316    46.971    45.671    51.067    44.446
 4/2023       90.646   205.748    91.894    71.648   108.147    88.489    58.110    65.648    62.372    87.935    60.401   111.890    89.929    84.115    62.451    80.548    46.889    55.946    59.623   105.711    71.163    96.674    68.806    32.583    77.035    52.052    55.538   130.504    45.595    68.532    81.854    55.819    53.374    59.199    58.171
 5/2023      236.697   308.794   276.180   116.946   138.974    86.997    91.486   152.118   184.267   182.832    57.830   153.652   338.664   160.632   162.958   171.222   102.659    49.829    58.054   100.386   135.489   232.151   170.242   106.503   135.105    26.942   138.453   178.591    70.617   170.070   183.030   105.991   200.008   136.894   170.134
 6/2023      205.094   872.669   199.491   131.327   248.763   257.951   366.195    58.311   348.280   159.359   396.733   580.295   711.260   309.702   533.951   219.371   120.547   187.639   218.130   243.335   359.563   279.933    68.477   270.342   445.705   200.074   374.403   208.010    95.818   444.682   296.520   176.303   435.064   553.994   388.792
 7/2023       81.770   316.118    86.074    25.695   148.387   167.797   179.204    32.052   225.955    31.376   423.910   285.551   314.961   355.782   334.875    66.076    31.806    80.081    77.460   168.201   258.430    79.003    12.465   193.401   348.004   179.782   619.713    73.292    37.359   288.906   138.875    70.032   461.603   411.579   241.073
 8/2023       43.431   111.904    60.182    24.860    58.800    55.793    76.019    20.840   178.255    27.180   150.902    91.022   151.818   120.884   116.719    38.316    21.423    34.247    34.808    66.726    83.933    45.898    28.733    61.675   108.616    59.615   183.682    38.636    24.318    98.019    53.809    33.376   179.731   164.838    88.143
 9/2023       44.411    66.776    40.858    22.978    45.361    41.772    60.992    24.632    68.772    25.974    63.514    55.030    95.776    57.473    79.014    43.038    20.439    34.673    34.538    53.950    47.260    37.230    26.741    46.238    52.471    39.485    79.834    30.712    30.728    66.794    40.806    23.994    93.632    85.336    65.444
10/2023       47.923    69.426    33.772    24.230    41.341    47.505    40.609    23.375    52.758    36.951    54.585    52.000    82.588    54.903    52.100    40.056    22.846    35.344    28.042    48.761    46.379    53.800    43.553    39.930    51.767    33.042    66.908    31.978    34.912   116.412    39.042    31.828   110.070    81.164    70.151
11/2023       45.038    59.031    33.917    27.028    36.399    41.178    40.799    25.333    43.991    34.293    48.063    50.114    56.948    44.581    45.595    35.763    31.977    30.701    29.355    48.224    41.567    40.720    36.891    41.434    48.029    34.025    56.343    38.373    30.067    60.673    37.813    35.928    61.981    63.422    46.844
12/2023       32.274    47.460    30.157    23.498    31.173    32.919    35.318    21.807    37.242    27.486    46.766    46.115    46.620    39.430    39.761    29.586    24.511    25.330    25.074    34.639    36.402    35.541    27.015    32.962    38.812    28.679    46.143    32.332    23.930    46.093    34.892    31.788    48.329    47.959    38.604
 1/2024       27.778    40.944    26.440    20.647    27.094    27.872    30.376    19.627    32.463    23.940    36.942    45.442    40.219    33.579    34.913    25.790    20.327    22.063    22.311    29.185    35.686    32.604    22.408    30.131    33.342    25.923    41.220    27.385    21.164    41.664    38.193    28.988    42.900    41.394    33.395
 2/2024       68.379    37.369    23.457    20.604    25.104    29.060    27.272    19.132    28.486    33.183    41.457    37.940    34.804    31.486    35.003    23.451    18.495    28.563    21.438    26.683    30.962    30.951    19.794    29.482    29.051    25.212    38.243    24.833    26.587    45.299    33.982    29.958    38.482    36.242    29.993
