segdesc   = GBRW4R_F
2021-01-01
DATE,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
1/2025,33.367,27.763,40.933,26.441,20.644,27.031,27.868,30.388,19.616,32.466,23.924,36.919,45.429,40.220,33.587,34.915,25.718,20.341,22.051,22.325,29.174,35.699,32.612,22.400,30.116,33.323,25.927,41.228,27.384,21.178,41.620,38.629,29.065,42.914,41.399
2/2025,28.853,63.226,36.061,22.590,19.664,24.003,27.878,26.293,18.398,27.411,31.384,39.808,36.624,33.574,30.262,33.644,22.423,17.740,27.642,20.637,25.689,29.865,29.839,19.056,28.102,27.998,24.300,36.885,23.925,25.411,43.737,31.756,28.528,37.060,34.971
3/2025,37.085,123.091,50.888,36.087,52.924,42.734,35.438,47.941,40.600,49.299,61.403,56.112,61.075,52.684,47.595,43.569,36.125,26.600,36.127,50.510,47.065,38.635,64.922,27.207,47.675,38.189,32.228,64.614,38.442,38.877,73.328,47.344,45.703,51.104,44.190
4/2025,90.654,205.747,91.885,70.020,108.142,88.550,58.092,63.965,62.346,87.913,60.345,110.135,89.923,84.108,62.447,78.164,46.876,55.949,59.653,105.462,71.102,96.649,68.797,32.070,77.004,52.060,55.512,126.692,45.589,68.514,81.865,52.698,53.392,59.238,56.393
5/2025,236.743,308.852,276.193,109.878,138.990,87.045,91.473,148.308,184.239,182.821,57.772,147.906,338.682,160.630,162.974,163.004,102.676,49.850,58.101,97.781,135.391,232.133,170.261,99.649,135.139,26.953,138.391,179.862,70.647,170.090,183.053,104.922,200.052,136.976,160.567
6/2025,205.132,872.792,199.492,137.057,248.796,257.987,366.197,60.008,348.293,159.353,396.741,570.436,711.303,309.703,534.011,225.356,120.560,187.705,218.199,237.385,359.491,279.928,68.480,263.727,445.780,200.121,374.452,207.382,95.854,444.733,296.537,178.996,435.277,554.096,383.342
7/2025,81.769,316.131,86.070,27.705,148.394,167.821,179.199,34.509,225.955,31.366,423.905,297.097,314.964,355.780,334.882,69.648,31.801,80.094,77.480,174.526,258.402,78.996,12.459,204.286,348.026,179.800,619.751,78.210,37.365,288.912,138.879,74.097,461.706,411.607,249.143
8/2025,43.429,111.904,60.177,25.180,58.797,55.810,76.012,21.297,178.249,27.170,150.883,93.288,151.814,120.880,116.715,38.902,21.416,34.249,34.819,67.513,83.914,45.891,28.727,63.382,108.614,59.619,183.677,39.372,24.317,98.014,53.811,34.789,179.739,164.850,91.248
9/2025,44.410,66.775,40.854,22.995,45.358,41.788,60.984,24.602,68.763,25.965,63.495,55.462,95.772,57.469,79.010,43.045,20.433,34.674,34.547,54.589,47.244,37.223,26.735,45.869,52.467,39.486,79.827,30.829,30.727,66.788,40.808,24.248,93.628,85.344,65.198
10/2025,47.922,69.425,33.767,24.269,41.337,47.520,40.601,23.433,52.749,36.943,54.567,52.072,82.584,54.899,52.096,39.994,22.840,35.344,28.049,48.806,46.364,53.793,43.548,40.652,51.763,33.043,66.901,31.962,34.911,116.406,39.951,31.706,110.068,81.170,70.796
11/2025,45.036,59.030,33.913,27.042,36.395,41.191,40.792,25.331,43.983,34.285,48.046,49.873,56.944,44.577,45.591,35.911,31.968,30.700,29.362,48.879,41.554,40.714,36.886,41.679,48.026,34.018,56.337,38.467,30.066,60.668,38.189,36.290,61.977,63.427,47.159
12/2025,32.272,47.459,30.153,23.522,31.169,32.933,35.312,21.816,37.234,27.479,46.749,46.477,46.617,39.427,39.757,29.638,24.506,25.330,25.080,34.896,36.389,35.535,27.010,33.211,38.808,28.680,46.137,32.527,23.928,46.087,34.663,31.922,48.325,47.964,38.686
