segdesc   = GRNU1L_F
2018-10-01
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
 7/2022      105.604   375.022   103.989    31.466   162.269   199.717   220.836    43.306   277.861    42.176   606.328   324.255   357.993   459.493   421.438    76.775    43.488    92.009   108.990   189.644   320.305    90.429    13.698   242.370   408.533   229.264   845.037    85.268    43.015   311.339   164.334    86.176   558.719   601.744   310.012
 8/2022       55.389   132.511    73.414    30.592    68.807    64.762    96.495    27.809   208.539    36.453   191.821   103.497   175.030   151.809   141.175    43.860    27.218    38.601    43.116    74.581   100.176    51.691    32.717    72.259   127.267    71.975   225.844    44.635    27.560   111.250    61.617    39.355   240.339   209.196   114.263
 9/2022       54.633    80.746    49.415    26.761    50.248    41.951    73.657    28.615    81.693    30.525    78.274    63.548   110.177    69.081    97.902    52.734    23.422    35.918    39.653    59.157    56.041    41.821    29.446    57.084    57.909    45.956    95.954    34.236    31.341    78.037    42.378    26.284   120.939   114.627    81.020
10/2022       61.175    89.518    42.320    28.825    48.561    55.037    48.882    27.589    68.644    58.647    68.779    61.781   101.012    69.974    66.754    52.541    27.663    40.642    32.285    60.189    54.874    64.434    58.484    47.938    60.457    39.205    86.598    38.729    54.295   130.220    46.786    41.503   174.153   109.102    88.454
11/2022       62.127    80.143    46.863    37.554    47.172    52.157    58.455    34.375    62.046    49.747    65.439    67.812    74.647    62.820    62.920    47.049    40.889    37.218    37.444    79.277    54.646    54.218    47.899    52.785    62.002    45.863    77.066    52.349    41.604    73.785    49.907    49.972    88.007    91.549    65.850
12/2022       45.985    66.347    43.560    33.270    41.625    40.559    49.482    29.874    52.709    38.577    65.045    64.128    62.041    56.255    56.608    37.938    32.915    30.789    32.444    47.498    49.149    46.177    34.257    43.720    50.643    40.074    65.985    42.635    31.999    57.466    46.469    43.340    69.585    72.970    56.037
 1/2023       40.615    57.177    36.038    27.992    37.287    34.233    42.832    27.271    47.708    35.823    54.903    78.300    54.760    49.607    51.276    33.695    27.968    27.647    29.472    41.931    49.843    43.082    28.756    40.474    44.440    36.888    61.208    35.690    28.864    53.474    49.695    38.834    63.833    64.337    49.975
 2/2023      102.873    55.875    35.327    30.638    34.809    40.035    42.306    29.141    45.185    52.796    65.966    60.314    50.831    49.143    55.348    33.621    28.614    39.980    31.362    41.153    46.343    46.118    28.476    40.709    41.812    37.811    58.127    35.633    39.090    63.089    45.440    42.322    61.260    58.726    47.238
 3/2023      214.673    86.602    79.055   106.389    74.311    60.833   118.938    92.546   108.941   114.580   100.969   117.430    98.571    88.895    81.005    69.562    53.393    65.862    95.515    88.409    73.974   103.463    50.303    81.066    67.182    65.456   112.640    68.960    70.668   106.886    77.368    82.321   116.233    84.667    74.400
 4/2023      338.542   145.820   124.275   158.955   130.305    83.608   118.893   162.263   138.670    97.817   157.057   142.408   165.325   109.543   116.597   105.739    86.214    92.846   154.080   127.941   138.128   103.858    54.810   123.364    87.382   199.055   191.709    73.799    93.318   111.201    85.793    95.845   166.412   155.590   147.550
 5/2023      517.489   392.360   167.963   172.148   105.552   130.134   193.677   322.248   241.610   156.835   243.002   481.735   262.244   344.496   199.359   178.251    63.100    79.359   132.134   272.522   296.433   219.421   131.822   199.719    66.412   336.094   243.554   101.457   201.983   237.657   145.918   294.076   371.237   392.196   342.064
 6/2023     1124.832   285.492   187.366   279.710   299.165   478.720    87.444   498.292   210.547   600.003   697.837   877.699   483.520   772.188   264.493   166.835   204.463   273.262   258.513   476.997   349.055    88.292   334.402   554.938   291.474   671.494   228.999   114.029   514.306   367.725   231.622   575.869  1010.946   590.531   295.118
 7/2023      375.190   104.096    33.579   162.245   199.823   222.240    44.819   277.822    42.131   606.385   336.819   358.013   459.524   421.458    81.092    43.525    92.028   109.093   195.608   320.237    90.384    13.664   256.939   408.559   229.207   844.998    90.544    43.000   311.294   164.440    90.343   558.704   601.779   309.973   109.915
 8/2023      132.652    73.513    30.853    68.781    64.854    96.457    28.311   208.517    36.406   191.813   105.898   175.045   151.824   141.184    44.533    27.262    38.626    43.182    75.208   100.141    51.647    32.685    74.270   127.281    71.924   225.807    45.424    27.552   111.219    61.714    39.862   240.315   209.119   114.229    56.274
 9/2023       80.868    49.503    26.611    50.223    42.032    73.624    28.308    81.673    30.434    78.262    63.702   110.191    69.093    97.910    52.330    23.460    35.948    39.757    60.134    56.009    41.778    29.411    56.903    57.922    45.912    95.923    34.204    31.329    78.011    42.461    26.397   120.920   114.618    80.989    53.621
