segdesc   = GJNC2L_F
2020-06-01
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
 5/2023      529.081   506.087   371.489   296.953   162.528   158.828    95.246   166.977   240.876   597.870   233.032   412.392   262.767   455.099   338.225   210.730   172.536   212.237    70.439   190.983   223.656   468.735   244.329   229.146   386.716   328.898   193.410   311.162   116.199   132.761   228.924   154.427   107.882   216.044   377.245
 6/2023      511.470   310.018   253.613   147.113   129.714    84.482    73.928   168.438   124.659   449.229   137.798   487.044   132.860   373.249   224.440   213.290    78.733   110.883    30.402   170.772    84.431   303.016   124.234   115.422   392.320   160.359   207.759   368.364    27.719    81.604   201.487   140.870    66.227   204.235   505.312
 7/2023      167.704    87.908    94.314    52.644    40.393    27.185    24.301    63.395    45.258   152.468    35.420   281.457    41.310   108.370    81.091    97.108    18.076    24.033    12.005    31.361    25.470    94.912    33.150    36.023   124.084    74.245    46.659   132.699    16.380    22.137    42.361    38.768    21.056   104.028   208.603
 8/2023       85.667    50.584    45.516    43.373    30.109    28.498    25.155    32.256    40.264    61.817    31.190    84.767    30.840    69.320    43.117    56.183    24.450    29.799    18.985    24.453    28.079    51.430    39.798    34.552    55.579    37.488    43.058    48.020    24.848    31.486    38.986    25.820    24.045    51.333    81.512
 9/2023       78.521    71.566    72.207    55.412    61.542    43.486    38.642    51.456    51.997    71.922    51.342    67.838    50.433    77.143    53.016    59.788    43.677    43.648    38.970    55.801    59.535    58.244    55.508    65.151    59.119    49.246    48.255    56.186    40.476    60.909    54.599    40.697    39.335    74.903    63.383
10/2023      100.077   128.458   117.940    63.033    64.682    57.268    57.193    57.784    59.883    89.141    64.937    86.133    70.766   108.457    66.093    62.653    56.415    55.037    57.379    59.013    76.032    86.282   117.012    88.312    68.835    62.327    61.111    69.968    52.662    85.659    77.154    53.283    68.714    76.517    72.065
11/2023       76.918    82.028    84.078    59.541    48.866    46.069    48.920    49.721    55.862    68.974    53.300    63.363    59.081    73.063    59.730    48.987    45.508    45.987    44.444    45.121    64.110    67.018    76.321    61.668    55.890    52.678    55.000    56.795    41.821    55.565    53.057    48.376    53.499    60.755    63.222
12/2023       58.578    60.443    59.678    48.043    40.730    37.733    36.972    40.771    44.135    56.685    43.593    53.600    52.621    55.844    51.789    41.220    36.716    37.237    34.664    38.366    45.373    51.628    50.457    46.289    47.332    43.036    51.899    46.847    35.018    41.165    40.768    39.991    39.438    44.885    53.846
 1/2024       50.675    50.503    47.464    39.992    34.874    32.386    30.140    34.209    38.312    49.608    37.853    46.182    41.596    47.606    43.096    36.822    31.686    31.747    28.149    32.824    51.927    45.402    42.128    38.334    41.731    36.702    45.664    40.997    30.125    34.667    34.627    35.943    32.305    38.020    46.043
 2/2024       44.176    64.524    50.875    34.409    31.017    28.130    27.113    30.271    38.882    42.838    42.085    52.315    36.707    43.525    42.325    39.393    29.640    27.394    27.127    28.926    45.744    39.187    44.445    34.373    41.561    31.370    36.078    36.177    27.023    35.395    35.289    31.085    28.699    35.084    38.956
 3/2024       76.450   131.848    65.946    48.721    68.640    40.814    41.492    59.977    75.972    69.301    86.646    61.358    70.441    61.344    53.854    46.357    41.677    32.766    38.241    69.456    58.075    51.137   118.298    42.553    69.198    36.151    55.498    59.802    38.674    45.272    50.552    36.867    53.058    68.410    47.129
