segdesc   = CLSC2L_F
2018-10-01
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
 5/2022      481.055   400.140   391.276   183.061   223.801   145.257   207.369   250.660   349.623   261.314   250.798   431.572   419.900   262.697   274.002   279.426   305.178    84.887   184.246   268.091   312.417   258.242   303.622   353.749   341.147   146.041   214.802   151.735   127.371   279.628   233.668   128.711   192.100   178.498   599.274
 6/2022      478.610   465.490   342.627   209.656   174.824   211.165   332.694   211.390   476.861   260.761   648.372   357.044   616.148   252.355   431.592   184.127   235.311    62.977   256.214   171.531   340.597   234.134   236.310   595.320   325.948   306.965   529.079    62.486   166.805   395.083   387.753   134.145   356.381   464.537   823.232
 7/2022      146.264   191.528   114.444    79.046    72.280    82.724   151.955    79.051   218.914    81.161   566.860   135.146   217.604   117.781   254.268    56.753    67.306    24.832    72.239    62.163   132.619    85.371    81.051   242.353   164.916    89.637   250.118    29.468    58.486   120.453   116.977    52.803   201.733   256.155   362.151
 8/2022       67.936    74.210    63.405    47.707    54.172    43.281    63.347    61.261    75.918    46.580   153.001    58.838    93.308    56.095   100.494    46.329    51.361    20.444    42.757    39.117    62.355    60.492    54.623    87.222    62.793    54.697    76.865    29.485    41.773    62.949    49.472    33.197   104.055    95.207   140.520
 9/2022       71.930    76.801    50.317    49.482    39.061    36.768    41.491    49.550    64.959    44.824    74.849    48.996    70.823    40.852    56.989    39.499    36.803    24.395    64.870    45.515    42.177    45.900    55.649    55.259    45.443    35.581    48.259    26.722    62.999    58.260    40.679    29.483    86.956    49.021    82.231
10/2022      101.941    81.091    40.530    37.448    37.477    56.679    35.014    34.515    55.915    39.814    68.772    59.728    77.535    48.046    44.880    34.997    32.833    34.616    41.067    41.430    59.339    78.918    52.622    48.802    44.934    35.921    47.206    24.936    58.471    72.455    35.121    30.403    53.721    41.261    73.568
11/2022       59.480    56.908    38.669    28.944    29.952    47.466    32.102    29.109    43.666    35.959    51.200    43.965    52.901    40.494    36.093    30.122    31.808    21.174    29.217    36.059    43.531    49.696    39.035    42.280    41.467    35.287    38.878    21.258    34.675    43.678    32.964    28.639    36.865    35.040    57.927
12/2022       43.583    43.765    34.504    26.499    26.951    33.599    29.502    26.966    38.172    30.908    46.572    38.554    42.825    37.379    33.418    27.060    27.626    17.821    27.201    28.537    33.178    35.229    29.994    38.620    34.631    30.161    34.788    19.874    26.920    33.783    31.213    23.254    32.474    33.348    49.715
 1/2023       37.849    36.772    30.692    23.861    24.183    26.716    25.910    24.567    34.261    27.618    40.613    33.330    38.443    32.444    32.258    24.232    24.534    16.009    24.094    29.119    28.795    31.434    26.008    34.971    30.514    26.823    31.776    17.973    23.491    29.610    28.704    19.886    29.208    32.205    44.418
 2/2023       48.111    34.006    25.208    19.748    20.726    23.266    22.355    22.422    28.013    27.918    36.574    27.084    33.022    31.535    31.940    23.811    20.160    19.442    19.940    24.861    23.327    29.348    21.224    30.669    25.025    21.865    26.399    14.948    23.578    29.760    24.308    16.719    24.652    24.955    37.014
 3/2023       90.083    41.101    36.747    55.216    33.696    34.619    38.245    41.758    51.397    62.958    50.387    54.898    53.171    44.719    38.256    37.450    25.466    32.708    59.015    30.342    33.664    80.127    23.160    60.492    30.469    40.993    51.828    24.159    27.389    54.400    27.719    29.682    39.680    25.780    54.554
 4/2023      155.990   123.108    82.885   138.506    77.461    66.416    95.958   120.568    99.778    75.766   115.583   116.211    84.625    60.404    96.587    77.298    66.896    66.005   126.129    80.074   109.907   115.584    80.556   102.045    78.583    94.223   112.051    55.050    65.574    96.986    63.856    52.267    48.182    59.556   121.298
 5/2023      400.276   391.356   177.585   223.982   145.574   207.624   246.636   349.726   261.430   250.895   424.313   420.187   262.748   274.455   275.567   305.639    84.973   184.506   265.795   312.561   258.193   303.768   339.026   341.317   146.132   214.938   151.512   127.536   279.620   233.937   126.005   192.387   178.817   599.344   466.425
 6/2023      465.533   342.653   211.430   174.924   211.366   332.852   215.811   476.942   260.808   648.483   358.984   616.310   252.370   431.819   191.476   235.521    63.024   256.403   174.925   340.678   234.103   236.389   597.474   326.021   307.036   529.152    64.179   166.918   395.088   387.940   137.183   356.579   464.813   823.302   488.588
 7/2023      191.560   114.457    83.494    72.360    82.867   152.033    80.694   218.954    81.185   566.892   140.634   217.668   117.792   254.410    58.129    67.448    24.876    72.331    63.247   132.652    85.337    81.111   253.532   164.953    89.682   250.156    29.851    58.566   120.446   117.073    53.534   201.839   256.244   362.145   150.366
 8/2023       74.237    63.416    48.021    54.246    43.402    63.410    60.860    75.946    46.602   153.010    59.731    93.361    56.105   100.609    46.310    51.488    20.507    42.832    39.534    62.383    60.460    54.677    89.419    62.821    54.740    76.895    29.656    41.844    62.944    49.550    33.651   104.139    95.269   140.501    69.106
 9/2023       76.827    50.326    49.665    39.127    36.878    41.544    50.774    64.986    44.843    74.856    49.003    70.864    40.861    57.090    40.021    36.909    24.461    64.953    44.809    42.198    45.874    55.703    55.656    45.467    35.617    48.285    26.837    63.075    58.252    40.749    29.602    87.034    49.072    82.215    70.705
