segdesc   = GLDA3L_F
2020-08-01
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
12/2023      607.797   569.306   624.707   429.292   351.396   328.216   379.807   393.011   332.106   516.431   429.968   565.984   603.058   558.892   560.466   417.888   339.904   348.524   265.140   353.625   410.104   485.601   486.360   470.882   472.668   434.693   466.798   548.267   319.591   379.224   415.115   357.807   351.925   514.145   566.824
 1/2024      582.195   474.921   491.269   373.464   321.912   308.657   303.368   342.909   452.822   466.315   396.947   490.507   516.848   499.266   445.090   397.753   323.493   309.728   232.821   317.532   600.808   443.638   418.679   386.354   446.676   399.107   427.808   499.425   295.647   301.498   370.185   350.921   331.658   433.129   514.511
 2/2024      474.216   558.912   512.841   354.931   317.721   277.239   286.349   360.254   548.369   424.177   414.143   475.147   464.829   476.019   432.259   411.174   307.200   258.260   253.955   289.648   593.902   379.982   415.926   360.944   426.443   424.721   378.663   441.357   298.974   289.462   430.008   287.801   286.189   403.874   435.579
 3/2024      792.777  1291.655   744.544   468.502   654.155   392.563   427.522   591.361   669.963   659.856  1083.418   644.997   889.053   593.935   556.818   523.336   498.738   287.371   424.626   635.159   775.277   481.127   862.170   457.342   684.131   552.427   541.305   627.605   367.882   440.603   631.291   408.629   514.851   751.372   506.930
 4/2024     1866.074  2369.950  1113.242   781.593  1181.391   692.356   535.759  1042.360  1520.154   951.583   867.018  1059.787  1495.167  1126.113   660.614   812.560   778.711   483.326   534.860  1355.381  1389.635  1125.327  1105.126   819.435   863.475   801.274  1141.621  1095.266   403.035   620.840   640.643   488.300   559.494   757.043   891.259
 5/2024     4218.437  3564.586  2887.300  1298.372  1505.705   759.564  1171.080  1952.709  3575.487  2013.986  2341.693  3091.006  4085.938  2736.156  1987.046  1949.318  2222.004   243.995  1259.715  1718.113  2949.281  2400.153  2066.159  2320.678  2657.893   968.203  2335.064  1217.573   795.011  1722.835  1257.518   833.422  1781.558  2199.056  4121.026
 6/2024     3803.694  4672.582  1948.318  2011.931  1266.274  1611.020  2758.273  1286.446  4871.666  1733.253  5131.506  3028.992  5297.226  2764.183  3594.692  1493.336  1636.520   356.899  2411.464  1076.707  3840.114  2158.330  1387.030  4173.489  2797.548  2724.041  5532.592   415.644  1140.207  3259.277  2424.773  1191.011  3340.268  6246.961  6392.140
 7/2024     1187.086  1884.515   665.820   630.121   559.890   764.112  1151.775   484.820  2043.155   440.575  4299.002  1229.476  1881.476  1568.994  2019.386   349.021   398.331    93.289   638.155   483.759  1654.766   587.600   455.989  1996.542  1592.788   986.549  3962.475   173.295   323.091  1058.459   902.254   400.617  2222.896  3579.797  2646.585
 8/2024      548.263   641.123   464.387   346.092   412.423   337.203   465.529   353.645   797.801   289.235  1231.679   458.367   976.104   659.759   893.591   247.130   329.055   115.634   299.043   277.083   599.340   417.270   389.760   637.084   550.210   512.948   989.144   216.512   339.570   498.249   377.869   237.552   914.530  1113.327  1055.127
 9/2024      575.024   673.736   410.963   400.567   297.292   289.848   480.771   364.848   712.782   370.067   632.037   445.529   848.451   485.980   619.692   320.241   280.846   288.465   488.552   372.503   451.232   423.919   407.759   494.346   383.339   346.467   608.549   229.829   533.105   474.787   336.467   284.789   742.048   614.428   693.088
10/2024      881.795   885.443   384.993   365.990   350.226   409.982   350.865   299.011   621.928   462.292   633.197   558.021   959.493   563.145   442.757   445.121   286.694   322.402   336.994   483.666   633.375  1131.016   555.838   454.421   411.259   467.947   652.500   267.541   586.836   661.387   320.288   445.652   749.885   686.036   778.284
11/2024      709.117   819.169   587.587   372.634   349.593   475.489   448.614   360.637   607.669   496.991   573.617   571.643   668.547   663.365   432.054   420.820   365.079   319.543   363.925   627.076   588.503   642.795   501.866   480.713   476.558   489.482   626.167   323.464   503.853   502.037   379.705   437.131   583.298   628.986   668.723
12/2024      564.461   621.544   434.654   354.080   331.400   378.194   394.045   332.462   515.310   427.822   567.389   602.392   555.235   561.196   419.410   344.437   350.611   266.185   353.199   407.629   481.417   482.940   472.091   473.409   433.866   468.925   552.350   320.757   373.710   419.949   356.565   347.951   511.738   566.341   608.192
 1/2025      476.018   494.408   378.634   325.463   312.681   304.134   343.898   455.516   466.897   398.880   491.633   523.273   498.131   447.583   399.230   329.208   312.952   234.708   317.183   611.420   441.941   416.940   387.483   453.758   401.056   423.639   502.886   306.486   301.792   375.504   349.874   329.685   433.582   511.539   582.585
 2/2025      543.908   498.557   346.911   310.403   271.862   278.738   349.530   535.900   409.685   399.037   454.630   450.777   460.850   421.297   396.403   301.445   252.633   248.026   275.798   568.610   364.430   402.197   345.994   414.670   412.551   367.151   429.313   282.131   280.703   423.043   276.222   275.768   389.905   420.776   457.002
 3/2025     1285.993   745.836   465.830   657.082   396.898   429.391   579.202   670.686   659.279  1079.116   644.873   893.137   593.395   560.656   519.763   504.564   291.156   426.724   602.809   772.755   479.627   857.491   453.690   689.153   554.790   542.157   610.074   369.913   440.888   636.669   403.996   512.359   749.516   507.587   771.745
 4/2025     2365.508  1114.948   764.071  1185.660   699.072   536.733  1022.505  1520.349   951.825   867.484  1021.641  1499.215  1119.850   665.240   787.752   786.565   489.354   537.738  1360.282  1387.797  1121.204  1103.435   791.407   869.487   804.092  1139.930  1068.230   406.986   619.685   644.803   462.001   556.242   755.050   892.107  1805.998
 5/2025     3566.018  2885.948  1248.335  1508.787   764.227  1169.705  1890.574  3574.640  2009.555  2340.695  3027.259  4085.824  2724.752  1986.009  1902.473  2226.606   248.392  1260.319  1689.136  2946.444  2393.335  2065.411  2223.328  2657.904   968.886  2332.281  1227.082   798.792  1718.180  1259.067   807.221  1774.697  2192.559  4108.937  4131.092
 6/2025     4668.073  1943.617  2025.681  1264.908  1607.315  2750.356  1323.130  4866.187  1728.732  5124.923  3025.142  5291.480  2755.386  3585.912  1534.205  1635.732   355.144  2407.375  1084.241  3833.480  2151.850  1381.997  4143.425  2793.746  2715.063  5520.960   439.821  1136.664  3251.798  2423.657  1203.944  3330.291  6230.740  6378.972  3850.323
 7/2025     1876.419   660.184   669.123   556.766   760.032  1146.091   493.840  2036.341   435.497  4290.222  1286.207  1875.750  1559.327  2011.525   363.711   395.319    90.362   633.678   491.659  1647.673   581.337   449.770  2091.873  1587.780   979.648  3950.915   176.753   318.778  1052.373   898.561   405.261  2213.173  3568.430  2638.104  1236.877
