segdesc   = GLDA3L_F
2021-04-01
DATE,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
3/2025,791.044,1284.645,742.268,468.206,654.075,393.047,425.757,589.515,668.208,659.188,1078.479,645.271,885.219,593.027,558.269,523.720,498.957,287.811,425.547,632.394,769.809,479.680,856.408,456.547,683.766,553.009,540.607,628.026,368.275,439.031,630.889,406.498,511.333,747.596,507.134
4/2025,1860.079,2363.428,1110.918,783.221,1182.189,694.601,533.250,1041.455,1517.820,950.866,867.006,1057.644,1492.280,1119.784,662.819,813.865,780.793,486.756,536.176,1353.014,1384.844,1121.046,1102.874,819.029,864.357,802.350,1138.460,1094.162,405.792,617.830,640.592,489.465,555.727,752.932,892.239
5/2025,4208.267,3568.095,2884.688,1299.337,1508.577,762.333,1167.978,1950.004,3572.119,2010.243,2339.283,3083.091,4082.996,2725.976,1983.703,1947.613,2222.120,247.364,1263.256,1717.381,2944.572,2394.803,2065.698,2317.023,2654.879,966.916,2332.820,1216.461,797.214,1719.175,1255.785,832.618,1775.083,2190.474,4113.334
6/2025,3799.071,4668.677,1944.320,2010.149,1266.379,1607.616,2750.646,1285.203,4867.543,1731.822,5128.244,3024.356,5289.289,2757.552,3586.527,1493.603,1636.312,355.943,2408.981,1075.518,3835.586,2154.856,1384.414,4166.988,2794.589,2716.146,5525.000,414.569,1138.165,3254.089,2423.242,1189.371,3332.442,6232.159,6379.273
7/2025,1182.498,1878.517,660.540,628.048,556.695,760.564,1147.070,480.706,2038.783,436.874,4292.819,1224.634,1876.048,1561.446,2012.833,346.146,395.004,89.698,635.380,480.030,1648.940,583.549,450.515,1990.371,1588.826,981.561,3951.865,169.343,320.017,1053.922,898.335,396.027,2215.990,3570.141,2641.130
8/2025,546.203,639.169,461.365,344.383,410.285,334.815,462.120,350.411,795.777,286.363,1229.016,455.882,973.797,657.543,892.089,244.607,326.662,113.218,297.286,274.185,597.002,414.608,386.265,634.473,547.999,510.222,986.577,214.033,336.968,495.496,375.561,234.415,912.009,1110.390,1053.502
9/2025,573.865,672.871,409.799,400.030,296.586,288.647,479.116,363.396,711.834,368.837,631.509,444.706,847.123,487.011,619.314,319.080,279.742,287.422,488.494,371.098,449.716,422.678,405.939,493.301,382.564,345.076,608.014,228.615,532.413,473.469,335.480,283.250,741.198,613.516,693.070
10/2025,880.770,884.671,383.846,365.434,349.489,409.023,348.974,297.445,621.080,461.572,632.497,556.960,959.042,561.793,442.460,444.310,285.691,321.783,336.271,482.115,631.563,1130.270,554.629,453.293,410.565,466.670,651.692,266.310,585.677,660.375,319.405,443.586,749.724,684.860,778.742
11/2025,708.797,819.002,586.873,372.324,349.484,475.100,447.360,359.629,607.251,496.467,573.442,570.814,668.207,662.585,431.975,419.825,364.459,318.882,363.582,625.714,587.389,642.451,500.853,479.828,475.802,488.838,625.938,322.428,502.927,501.114,379.560,435.386,582.870,627.972,669.090
12/2025,564.336,621.605,434.624,354.309,331.725,378.245,393.272,331.868,514.909,427.735,567.381,602.496,555.126,560.794,419.971,344.343,350.698,266.259,353.816,406.806,480.915,482.514,471.345,473.149,433.846,468.630,551.715,320.356,373.638,419.477,357.014,346.949,511.005,565.903,608.668
1/2026,475.728,494.219,378.418,325.573,312.875,304.207,343.200,454.865,466.346,398.768,491.601,523.028,497.748,446.960,399.714,329.072,312.993,234.762,317.671,610.026,441.365,416.221,386.738,453.440,400.949,423.288,502.654,306.165,301.672,374.998,350.187,328.788,433.087,510.706,582.740
2/2026,543.791,498.305,346.807,310.538,271.976,278.777,348.799,535.298,409.214,398.982,454.778,450.544,460.440,420.182,396.905,301.293,252.679,248.133,276.175,567.541,363.842,401.684,345.406,414.301,412.429,366.608,428.892,281.810,280.596,423.095,276.465,275.015,389.372,420.129,457.016
3/2026,1286.940,744.583,465.638,657.706,397.174,429.322,578.432,669.823,659.013,1079.841,645.308,892.866,592.985,560.053,520.291,504.474,291.231,426.678,603.136,771.824,479.104,857.090,452.851,688.943,554.619,541.727,609.447,369.772,441.128,636.421,403.919,511.070,748.863,506.746,771.689
